Actual Class,Predicted Class,Confidence
natur_laerm_vogel,stille,0.9680652618408203
natur_laerm_vogel,laerm,0.5182058215141296
natur_laerm_vogel,laerm,0.9965155124664307
natur_laerm_vogel,laerm,0.8733216524124146
natur_laerm_vogel,laerm,0.9336293339729309
natur_laerm_vogel,laerm,0.957207441329956
natur_laerm_vogel,stille,0.844402551651001
natur_laerm_vogel,laerm,0.7164842486381531
natur_laerm_vogel,laerm,0.9702497720718384
natur_laerm_vogel,laerm,0.6421017646789551
natur_laerm_vogel,laerm,0.9758551716804504
natur_laerm_vogel,laerm,0.8894818425178528
natur_laerm_vogel,laerm,0.9843809604644775
natur_laerm_vogel,natur,0.6079520583152771
natur_vogel,stille,0.5539419651031494
natur_vogel,natur,0.5140628218650818
natur_vogel,natur,0.7136850357055664
natur_vogel,stille,0.8591578006744385
natur_vogel,natur,0.9983262419700623
natur_vogel,vogel,0.5831457376480103
natur_vogel,natur,0.8861436247825623
natur_vogel,vogel,0.7667468786239624
natur_vogel,stille,0.9682154655456543
natur_vogel,vogel,0.996254563331604
natur_vogel,stille,0.9642295241355896
natur_vogel,natur,0.7768304347991943
